uri	year	title	author	word_count	word_types	ncommon_tok	nold_tok	nnew_tok	nlapsed_tok	ncommon_typ	nold_typ	nnew_typ	nlapsed_typ
VAC5545	1837	Eveline Mandeville	Addison, Alvin.	70878	6096	98.942245103261	0.12574708562637	0.91129652642168	0.020711284691402	94.39293598234	0.044150110375276	5.3421633554084	0.22075055187638
VAC6620	1845	The Orange Girl of Venice, or, The Secret Council of Ten	Hannigan, Dennis.	93505	13782	98.95273345064	0.11528426673139	0.8033493113282	0.12863297130029	94.385733157199	0.099075297225892	4.8712021136063	0.6439894319683
VAC8373	1851	Edward Wilton, or, Early Days of Michigan	Woodville, Fanny.	44276	6437	99.42337547128	0.20699342056627	0.31788275301249	0.051748355141569	97.594869053982	0.16034206306788	1.8439337252806	0.4008551576697
VAC5625	1851	Lessons in Life	Arthur, T. S. (1809-1885)	48779	4507	98.401091521521	1.0915215213081	0.48606817745752	0.021318779713049	96.50974025974	0.054112554112554	3.4090909090909	0.027056277056277
VAC5627	1851	The Lights and Shadows of Real Life	Arthur, T. S. (1809-1885)	177536	8957	98.741198060495	0.66194102920397	0.5317807913977	0.065080118903136	95.362967700672	0.079948832747042	4.1413495362968	0.41573393028462
VAC5634	1851	Off-hand Sketches	Arthur, T. S. (1809-1885)	46350	4791	98.649382380888	0.75335957648975	0.56558526763495	0.031672774987557	96.474611944225	0.078926598263615	3.288608260984	0.15785319652723
VAC5641	1851	Seed-time and Harvest, or, Whatsoever a Man Soweth, That Shall He Also Reap	Arthur, T. S. (1809-1885)	49823	4677	98.772636650606	0.5088054494102	0.70609735836518	0.012460541618209	96.20716714622	0.052314935914204	3.6358880460371	0.10462987182841
VAC5646	1851	Stories for Parents	Arthur, T. S. (1809-1885)	48866	4898	98.645588549455	0.75411236915189	0.56184575945311	0.038453321939756	96.92188308329	0.077599586135541	2.871184687015	0.12933264355923
VAC5647	1851	Stories for Young Housekeepers	Arthur, T. S. (1809-1885)	48869	4434	97.960012830108	1.2808724473431	0.69924088527745	0.059873837271464	96.481846327048	0.056290458767239	3.2367013791162	0.22516183506896
VAC5655	1851	The Tried and the Tempted	Arthur, T. S. (1809-1885)	50013	5163	98.782460798142	0.7031444453663	0.49572720484527	0.018667551646893	96.736261099112	0.071994240460763	3.0957523398128	0.095992320614351
VAC5659	1851	The Two Wives, or, Lost and Won	Arthur, T. S. (1809-1885)	45926	4905	98.979151035627	0.45699474797081	0.53202373644363	0.031830479958166	96.242331288344	0.051124744376278	3.4509202453988	0.25562372188139
VAC5660	1851	The Way to Prosper, or, In Union There is Strength	Arthur, T. S. (1809-1885)	48923	4414	98.976434686785	0.42171738577604	0.58913283038061	0.012715097058574	96.385542168675	0.082146768893757	3.3953997809419	0.13691128148959
VAC5661	1851	The Ways of Providence, or "He Doeth All Things Well"	Arthur, T. S. (1809-1885)	48815	4907	98.730555673293	0.73750688763616	0.52346034840843	0.0084770906624846	96.576032225579	0.050352467270896	3.2980866062437	0.075528700906344
VAC5667	1851	Woman's Trials, or, Tales and Sketches From the Life Around Us	Arthur, T. S. (1809-1885)	48440	4304	98.465764006609	1.0900585799197	0.43988584425895	0.0042915692122825	97.018348623853	0.057339449541284	2.8669724770642	0.057339449541284
VAC5668	1851	Words for the Wise	Arthur, T. S. (1809-1885)	49119	4545	98.648477958823	0.65260410087996	0.650498926361	0.048419013936255	96.556326748532	0.08008542445275	3.1767218366257	0.18686599038975
VAC5721	1851	The Circassian Slave, or, The Sultan's Favorite	Ballou, Maturin Murray, (1820-1895)	40385	5066	99.527267925525	0.0026409613099168	0.45424534530569	0.015845767859501	97.100698938649	0.025886616619208	2.7698679782552	0.10354646647683
VAC5723	1851	The Gipsey Daughter, or, The Fortunes of a Spanish Cavalier	Ballou, Maturin Murray, (1820-1895)	55857	5696	99.124179514578	0.0038162112654557	0.86055564036025	0.011448633796367	96.709916589435	0.023169601482854	3.1742354031511	0.092678405931418
VAC5732	1851	The Howards	Barlow, D.H.	14607	3104	98.960588999567	0.07218131947452	0.93113902122131	0.03609065973726	96.329558766107	0.078094494338149	3.4361577508786	0.1561889886763
VAC5751	1851	Io	Barton, K.	70521	7276	99.483931860738	0.025879523207843	0.47496536710865	0.01522324894579	96.466150486401	0.07941234862021	3.3353186420488	0.11911852293032
VAC5796	1851	The League of the Miami	Bennett, Emerson, (1822-1905)	64477	5959	98.955042127435	0.093799368088468	0.72900210637177	0.22215639810427	96.794726074108	0.090929756762901	2.9097522164128	0.20459195271653
VAC5800	1851	The Pioneer's Daughter	Bennett, Emerson, (1822-1905)	43996	5209	99.374308129181	0.10107330220917	0.4981469894595	0.026471579150022	97.201540436457	0.10269576379974	2.5160462130937	0.17971758664955
VAC5802	1851	The Unknown Countess	Bennett, Emerson, (1822-1905)	54688	6391	99.501091362644	0.068210165263486	0.40731212971625	0.023386342376052	96.903339969033	0.08847600088476	2.8533510285335	0.15483300154833
VAC5809	1851	Poems and Tales	Bennett, Mary E.	35237	4903	99.461340596157	0.075654410652141	0.41155999394765	0.051444999243456	97.214406302757	0.084411930219471	2.504220596511	0.1969611705121
VAC5841	1851	Die Geheimnisse von St. Louis	Brnstein, Heinrich, (1805-1892)	169478	57075	92.112032879215	1.2162265012558	1.6150391962859	5.0567014232438	84.282772820865	0.82361015785861	9.8146877144818	5.0789293067948
VAC5875	1851	The Old Distiller	Bradbury, Osgood.	35465	3989	98.878643664485	0.059488399762046	0.54134443783462	0.52052349791791	97.180043383948	0.061977068484661	2.5410598078711	0.21691973969631
